Identifier,Country,Country code,Test type,Insecticide tested,Insecticide amount ,Synergist,Synergist Concentration,Intensity ,Year,1st admin level,WikiData accession,2nd admin level,3rd admin level,Site (Village or Locality),Latitude ,Longitude,Species tested,Total mosquitoes in all test replicates,Time at which mortality recorded,Calculated  average mortality adjusted for control  (%),Chemical type,Resistance status ,Resistance Intensity,Origin of tested mosquitoes,Data entry name,Data entry date,Additional notes
PMI006490,Senegal,SN,WHO,Bendiocarb,0.10%,None,NA,NA,2016,Saint-Louis Region,Q178872,Dagana Department,,Richard Toll,16.4613,-15.68757,An. gambiae s.l.,107,24 hr,100.0%,Carbamates,Susceptible,NA,NR,Amna_10202017,,
PMI006491,Senegal,SN,WHO,Bendiocarb,0.10%,None,NA,NA,2016,Thi̬s Region,Q847682,Tivaoune Department,,Niayes,15.25,-16.4,An. gambiae s.l.,100,24 hr,96.0%,Carbamates,Possible resistance,NA,NR,Amna_10202017,,
PMI006492,Senegal,SN,WHO,Bendiocarb,0.10%,None,NA,NA,2016,Dakar Region,Q856268,Pikine Department,,Pikine,14.755655,-17.395897,An. gambiae s.l.,123,24 hr,27.0%,Carbamates,Confirmed resistance,NA,NR,Amna_10202017,,
PMI006493,Senegal,SN,WHO,Bendiocarb,0.10%,None,NA,NA,2016,Dakar Region,Q856268,Dakar Department,,Campus UCAD,14.6878,-17.4618,An. gambiae s.l.,122,24 hr,80.0%,Carbamates,Confirmed resistance,NA,NR,Amna_10202017,,
PMI006494,Senegal,SN,WHO,Bendiocarb,0.10%,None,NA,NA,2016,Fatick Region,Q856282,Fatick Department,,Niakhar,14.33781,-16.407244,An. gambiae s.l.,110,24 hr,100.0%,Carbamates,Susceptible,NA,NR,Amna_10202017,,
PMI006495,Senegal,SN,WHO,Bendiocarb,0.10%,None,NA,NA,2016,Tambacounda Region,Q848554,Tambacounda Department,,Guinguineo,13.49668,-13.60629,An. gambiae s.l.,103,24 hr,100.0%,Carbamates,Susceptible,NA,NR,Amna_10202017,,
PMI006496,Senegal,SN,WHO,Bendiocarb,0.10%,None,NA,NA,2016,Diourbel Region,Q856261,Diourbel Department,,Diourbel,14.6561,-16.2346,An. gambiae s.l.,108,24 hr,94.0%,Carbamates,Possible resistance,NA,NR,Amna_10202017,,
PMI006497,Senegal,SN,WHO,Bendiocarb,0.10%,None,NA,NA,2016,Kolda Region,Q738081,V̩lingara Department,,Velingara,13.14756,-14.11483,An. gambiae s.l.,105,24 hr,100.0%,Carbamates,Susceptible,NA,NR,Amna_10202017,,
PMI006498,Senegal,SN,WHO,Bendiocarb,0.10%,None,NA,NA,2016,K̩dougou Region,Q1046666,K̩dougou Department,,Kedougou,12.55438,-12.17323,An. gambiae s.l.,113,24 hr,93.0%,Carbamates,Possible resistance,NA,NR,Amna_10202017,,
PMI006499,Senegal,SN,WHO,Pirimiphos-methyl,0.25%,None,NA,NA,2016,Kaffrine Region,Q1059694,Kaffrine Department,,Koungheul,13.98333,-14.8,An. gambiae s.l.,125,24 hr,100.0%,Organophosphates,Susceptible,NA,NR,Amna_10202017,,
PMI006500,Senegal,SN,WHO,Pirimiphos-methyl,0.25%,None,NA,NA,2016,Tambacounda Region,Q848554,Tambacounda Department,,Koumpentoum,13.98255,-14.55845,An. gambiae s.l.,103,24 hr,100.0%,Organophosphates,Susceptible,NA,NR,Amna_10202017,,
PMI006501,Senegal,SN,WHO,Pirimiphos-methyl,0.25%,None,NA,NA,2016,Tambacounda Region,Q848554,Tambacounda Department,,Malem Hodar,14.21516,-13.43297,An. gambiae s.l.,102,24 hr,100.0%,Organophosphates,Susceptible,NA,NR,Amna_10202017,,
PMI006502,Senegal,SN,WHO,Pirimiphos-methyl,0.25%,None,NA,NA,2016,Kolda Region,Q738081,M̩dina Yoro Foulah Department,,Nioro,13.49998,-15.04994,An. gambiae s.l.,142,24 hr,100.0%,Organophosphates,Susceptible,NA,NR,Amna_10202017,,
PMI006503,Senegal,SN,WHO,Pirimiphos-methyl,0.25%,None,NA,NA,2016,Kaolack Region,Q847671,Kaolack Department,,Ndoffane,13.91666,-15.91666,An. gambiae s.l.,124,24 hr,100.0%,Organophosphates,Susceptible,NA,NR,Amna_10202017,,
PMI006504,Senegal,SN,WHO,Pirimiphos-methyl,0.25%,None,NA,NA,2016,Kaffrine Region,Q1059694,Kaffrine Department,,Kaffrine,14.10583,-15.55055,An. gambiae s.l.,100,24 hr,100.0%,Organophosphates,Susceptible,NA,NR,Amna_10202017,,
PMI006505,Senegal,SN,WHO,Pirimiphos-methyl,0.25%,None,NA,NA,2016,Tambacounda Region,Q848554,Tambacounda Department,,Tambacounda,13.76888,-13.66722,An. gambiae s.l.,209,24 hr,99.5%,Organophosphates,Susceptible,NA,NR,Amna_10202017,,
PMI006506,Senegal,SN,WHO,Pirimiphos-methyl,0.25%,None,NA,NA,2016,Saint-Louis Region,Q178872,Dagana Department,,Richard Toll,16.4613,-15.68757,An. gambiae s.l.,107,24 hr,100.0%,Organophosphates,Susceptible,NA,NR,Amna_10202017,,
PMI006507,Senegal,SN,WHO,Pirimiphos-methyl,0.25%,None,NA,NA,2016,Thi̬s Region,Q847682,Tivaoune Department,,Niayes,15.25,-16.4,An. gambiae s.l.,102,24 hr,100.0%,Organophosphates,Susceptible,NA,NR,Amna_10202017,,
PMI006508,Senegal,SN,WHO,Pirimiphos-methyl,0.25%,None,NA,NA,2016,Dakar Region,Q856268,Pikine Department,,Pikine,14.755655,-17.395897,An. gambiae s.l.,100,24 hr,100.0%,Organophosphates,Susceptible,NA,NR,Amna_10202017,,
PMI006509,Senegal,SN,WHO,Pirimiphos-methyl,0.25%,None,NA,NA,2016,Dakar Region,Q856268,Dakar Department,,Campus UCAD,14.6878,-17.4618,An. gambiae s.l.,100,24 hr,100.0%,Organophosphates,Susceptible,NA,NR,Amna_10202017,,
PMI006510,Senegal,SN,WHO,Pirimiphos-methyl,0.25%,None,NA,NA,2016,Fatick Region,Q856282,Fatick Department,,Niakhar,14.33781,-16.407244,An. gambiae s.l.,105,24 hr,100.0%,Organophosphates,Susceptible,NA,NR,Amna_10202017,,
PMI006511,Senegal,SN,WHO,Pirimiphos-methyl,0.25%,None,NA,NA,2016,Tambacounda Region,Q848554,Tambacounda Department,,Guinguineo,13.49668,-13.60629,An. gambiae s.l.,114,24 hr,100.0%,Organophosphates,Susceptible,NA,NR,Amna_10202017,,
PMI006512,Senegal,SN,WHO,Pirimiphos-methyl,0.25%,None,NA,NA,2016,Kolda Region,Q738081,V̩lingara Department,,Velingara,13.14756,-14.11483,An. gambiae s.l.,130,24 hr,100.0%,Organophosphates,Susceptible,NA,NR,Amna_10202017,,
PMI006513,Senegal,SN,WHO,Pirimiphos-methyl,0.25%,None,NA,NA,2016,K̩dougou Region,Q1046666,K̩dougou Department,,Kedougou,12.55438,-12.17323,An. gambiae s.l.,123,24 hr,100.0%,Organophosphates,Susceptible,NA,NR,Amna_10202017,,
PMI006514,Senegal,SN,WHO,DDT,4.00%,None,NA,NA,2016,Kaffrine Region,Q1059694,Kaffrine Department,,Koungheul,13.98333,-14.8,An. gambiae s.l.,NR,24 hr,91.0%,Organochlorides,Possible resistance,NA,NR,Amna_10202017,,
PMI006515,Senegal,SN,WHO,DDT,4.00%,None,NA,NA,2016,Tambacounda Region,Q848554,Tambacounda Department,,Koumpentoum,13.98255,-14.55845,An. gambiae s.l.,NR,24 hr,82.0%,Organochlorides,Confirmed resistance,NA,NR,Amna_10202017,,
PMI006516,Senegal,SN,WHO,DDT,4.00%,None,NA,NA,2016,Tambacounda Region,Q848554,Tambacounda Department,,Malem Hodar,14.21516,-13.43297,An. gambiae s.l.,NR,24 hr,75.0%,Organochlorides,Confirmed resistance,NA,NR,Amna_10202017,,
PMI006517,Senegal,SN,WHO,DDT,4.00%,None,NA,NA,2016,Kolda Region,Q738081,M̩dina Yoro Foulah Department,,Nioro,13.49998,-15.04994,An. gambiae s.l.,NR,24 hr,82.0%,Organochlorides,Confirmed resistance,NA,NR,Amna_10202017,,
PMI006518,Senegal,SN,WHO,DDT,4.00%,None,NA,NA,2016,Kaolack Region,Q847671,Kaolack Department,,Ndoffane,13.91666,-15.91666,An. gambiae s.l.,NR,24 hr,67.0%,Organochlorides,Confirmed resistance,NA,NR,Amna_10202017,,
PMI006519,Senegal,SN,WHO,DDT,4.00%,None,NA,NA,2016,Saint-Louis Region,Q178872,Dagana Department,,Richard Toll,16.4613,-15.68757,An. gambiae s.l.,NR,24 hr,15.0%,Organochlorides,Confirmed resistance,NA,NR,Amna_10202017,,
PMI006520,Senegal,SN,WHO,DDT,4.00%,None,NA,NA,2016,Tambacounda Region,Q848554,Tambacounda Department,,Guinguineo,13.49668,-13.60629,An. gambiae s.l.,NR,24 hr,31.0%,Organochlorides,Confirmed resistance,NA,NR,Amna_10202017,,
PMI006521,Senegal,SN,WHO,DDT,4.00%,None,NA,NA,2016,Kolda Region,Q738081,V̩lingara Department,,Velingara,13.14756,-14.11483,An. gambiae s.l.,NR,24 hr,75.0%,Organochlorides,Confirmed resistance,NA,NR,Amna_10202017,,
PMI006522,Uganda,UG,WHO,Bendiocarb,0.10%,None,NA,NA,2016,Eastern Region,Q2559220,,,Katakwi,1.9731,34.0641,An. gambiae s.l.,105,24 hr,100.0%,Carbamates,Susceptible,NA,NR,Amna_11012017,,
PMI006523,Uganda,UG,WHO,Bendiocarb,0.10%,None,NA,NA,2016,Northern Region,Q2559686,Kitgum District,,Kitgum,3.26629,32.79636,An. gambiae s.l.,105,24 hr,100.0%,Carbamates,Susceptible,NA,NR,Amna_11012017,,
PMI006524,Uganda,UG,WHO,Bendiocarb,0.10%,None,NA,NA,2016,Central Region,Q429685,Wakiso District,,Wakiso,0.22433,32.44845,An. gambiae s.l.,105,24 hr,99.0%,Carbamates,Susceptible,NA,NR,Amna_11012017,,
PMI006525,Uganda,UG,WHO,Pirimiphos-methyl,1.00%,None,NA,NA,2016,Western Region,Q2559188,Hoima District,,Hoima,1.43224,31.05338,An. gambiae s.l.,105,24 hr,100.0%,Organophosphates,Susceptible,NA,NR,Amna_11012017,,
PMI006526,Uganda,UG,WHO,Pirimiphos-methyl,1.00%,None,NA,NA,2016,Eastern Region,Q2559220,,,Katakwi,1.9731,34.0641,An. gambiae s.l.,105,24 hr,100.0%,Organophosphates,Susceptible,NA,NR,Amna_11012017,,
PMI006527,Uganda,UG,WHO,Pirimiphos-methyl,1.00%,None,NA,NA,2016,Northern Region,Q2559686,Kitgum District,,Kitgum,3.26629,32.79636,An. gambiae s.l.,105,24 hr,100.0%,Organophosphates,Susceptible,NA,NR,Amna_11012017,,
PMI006528,Uganda,UG,WHO,Pirimiphos-methyl,1.00%,None,NA,NA,2016,Central Region,Q429685,Wakiso District,,Wakiso,0.22433,32.44845,An. gambiae s.l.,105,24 hr,100.0%,Organophosphates,Susceptible,NA,NR,Amna_11012017,,
PMI006529,Uganda,UG,WHO,Deltamethrin,0.05%,PBO control,NA,NA,2016,Western Region,Q2559188,Hoima District,,Hoima,1.43224,31.05338,An. gambiae s.l.,105,24 hr,18.0%,Pyrethroids,Confirmed resistance,NA,NR,Amna_11012017,,
PMI006530,Uganda,UG,WHO,Deltamethrin,0.05%,PBO control,NA,NA,2016,Eastern Region,Q2559220,,,Katakwi,1.9731,34.0641,An. gambiae s.l.,105,24 hr,54.0%,Pyrethroids,Confirmed resistance,NA,NR,Amna_11012017,,
PMI006531,Uganda,UG,WHO,Deltamethrin,0.05%,PBO control,NA,NA,2016,Northern Region,Q2559686,Kitgum District,,Kitgum,3.26629,32.79636,An. gambiae s.l.,105,24 hr,22.0%,Pyrethroids,Confirmed resistance,NA,NR,Amna_11012017,,
PMI006532,Uganda,UG,WHO,Deltamethrin,0.05%,PBO control,NA,NA,2016,Central Region,Q429685,Wakiso District,,Wakiso,0.22433,32.44845,An. gambiae s.l.,105,24 hr,69.0%,Pyrethroids,Confirmed resistance,NA,NR,Amna_11012017,,
PMI006533,Uganda,UG,WHO,Deltamethrin,0.05%,PBO,4%,NA,2016,Western Region,Q2559188,Hoima District,,Hoima,1.43224,31.05338,An. gambiae s.l.,105,24 hr,97.0%,Pyrethroids,Possible resistance,NA,NR,Amna_11012017,,
PMI006534,Uganda,UG,WHO,Deltamethrin,0.05%,PBO,4%,NA,2016,Eastern Region,Q2559220,,,Katakwi,1.9731,34.0641,An. gambiae s.l.,105,24 hr,100.0%,Pyrethroids,Susceptible,NA,NR,Amna_11012017,,
PMI006535,Uganda,UG,WHO,Deltamethrin,0.05%,PBO,4%,NA,2016,Northern Region,Q2559686,Kitgum District,,Kitgum,3.26629,32.79636,An. gambiae s.l.,105,24 hr,100.0%,Pyrethroids,Susceptible,NA,NR,Amna_11012017,,
PMI006536,Uganda,UG,WHO,Deltamethrin,0.05%,PBO,4%,NA,2016,Central Region,Q429685,Wakiso District,,Wakiso,0.22433,32.44845,An. gambiae s.l.,105,24 hr,100.0%,Pyrethroids,Susceptible,NA,NR,Amna_11012017,,
PMI006537,Uganda,UG,WHO,Permethrin,0.75%,PBO control,NA,NA,2016,Western Region,Q2559188,Hoima District,,Hoima,1.43224,31.05338,An. gambiae s.l.,105,24 hr,27.0%,Pyrethroids,Confirmed resistance,NA,NR,Amna_11012017,,
PMI006538,Uganda,UG,WHO,Permethrin,0.75%,PBO control,NA,NA,2016,Eastern Region,Q2559220,,,Katakwi,1.9731,34.0641,An. gambiae s.l.,105,24 hr,15.0%,Pyrethroids,Confirmed resistance,NA,NR,Amna_11012017,,
PMI006539,Uganda,UG,WHO,Permethrin,0.75%,PBO control,NA,NA,2016,Northern Region,Q2559686,Kitgum District,,Kitgum,3.26629,32.79636,An. gambiae s.l.,105,24 hr,16.0%,Pyrethroids,Confirmed resistance,NA,NR,Amna_11012017,,
PMI006540,Uganda,UG,WHO,Permethrin,0.75%,PBO control,NA,NA,2016,Central Region,Q429685,Wakiso District,,Wakiso,0.22433,32.44845,An. gambiae s.l.,105,24 hr,56.0%,Pyrethroids,Confirmed resistance,NA,NR,Amna_11012017,,
PMI006541,Uganda,UG,WHO,Permethrin,0.75%,PBO,4%,NA,2016,Western Region,Q2559188,Hoima District,,Hoima,1.43224,31.05338,An. gambiae s.l.,105,24 hr,92.0%,Pyrethroids,Possible resistance,NA,NR,Amna_11012017,,
PMI006542,Uganda,UG,WHO,Permethrin,0.75%,PBO,4%,NA,2016,Eastern Region,Q2559220,,,Katakwi,1.9731,34.0641,An. gambiae s.l.,105,24 hr,94.0%,Pyrethroids,Possible resistance,NA,NR,Amna_11012017,,
PMI006543,Uganda,UG,WHO,Permethrin,0.75%,PBO,4%,NA,2016,Northern Region,Q2559686,Kitgum District,,Kitgum,3.26629,32.79636,An. gambiae s.l.,105,24 hr,94.0%,Pyrethroids,Possible resistance,NA,NR,Amna_11012017,,
PMI006544,Uganda,UG,WHO,Permethrin,0.75%,PBO,4%,NA,2016,Central Region,Q429685,Wakiso District,,Wakiso,0.22433,32.44845,An. gambiae s.l.,105,24 hr,97.0%,Pyrethroids,Possible resistance,NA,NR,Amna_11012017,,
PMI006545,Uganda,UG,WHO,Alphacypermethrin,0.05%,PBO control,NA,NA,2016,Eastern Region,Q2559220,,,Katakwi,1.9731,34.0641,An. gambiae s.l.,105,24 hr,68.0%,Pyrethroids,Confirmed resistance,NA,NR,Amna_11012017,,
PMI006546,Uganda,UG,WHO,Alphacypermethrin,0.05%,PBO control,NA,NA,2016,Northern Region,Q2559686,Kitgum District,,Kitgum,3.26629,32.79636,An. gambiae s.l.,105,24 hr,20.0%,Pyrethroids,Confirmed resistance,NA,NR,Amna_11012017,,
PMI006547,Uganda,UG,WHO,Alphacypermethrin,0.05%,PBO control,NA,NA,2016,Central Region,Q429685,Wakiso District,,Wakiso,0.22433,32.44845,An. gambiae s.l.,105,24 hr,87.0%,Pyrethroids,Confirmed resistance,NA,NR,Amna_11012017,,
PMI006548,Uganda,UG,WHO,Alphacypermethrin,0.05%,PBO,4%,NA,2016,Eastern Region,Q2559220,,,Katakwi,1.9731,34.0641,An. gambiae s.l.,105,24 hr,100.0%,Pyrethroids,Susceptible,NA,NR,Amna_11012017,,
PMI006549,Uganda,UG,WHO,Alphacypermethrin,0.05%,PBO,4%,NA,2016,Northern Region,Q2559686,Kitgum District,,Kitgum,3.26629,32.79636,An. gambiae s.l.,105,24 hr,100.0%,Pyrethroids,Susceptible,NA,NR,Amna_11012017,,
PMI006550,Uganda,UG,WHO,Alphacypermethrin,0.05%,PBO,4%,NA,2016,Central Region,Q429685,Wakiso District,,Wakiso,0.22433,32.44845,An. gambiae s.l.,105,24 hr,100.0%,Pyrethroids,Susceptible,NA,NR,Amna_11012017,,
PMI006551,Uganda,UG,WHO,Lambda-cyhalothrin,0.05%,None,NA,NA,2016,Eastern Region,Q2559220,,,Katakwi,1.9731,34.0641,An. gambiae s.l.,105,24 hr,47.0%,Pyrethroids,Confirmed resistance,NA,NR,Amna_11012017,,
PMI006552,Uganda,UG,WHO,Lambda-cyhalothrin,0.05%,None,NA,NA,2016,Northern Region,Q2559686,Kitgum District,,Kitgum,3.26629,32.79636,An. gambiae s.l.,105,24 hr,5.0%,Pyrethroids,Confirmed resistance,NA,NR,Amna_11012017,,
PMI006553,Uganda,UG,WHO,Bendiocarb,0.10%,None,NA,NA,2016,Northern Region,Q2559686,Apac District,,Apac,1.98021,32.53182,An. gambiae s.l.,100,24 hr,100.0%,Carbamates,Susceptible,NA,NR,Amna_12152017,,
PMI006554,Uganda,UG,WHO,Pirimiphos-methyl,1.00%,None,NA,NA,2016,Northern Region,Q2559686,Apac District,,Apac,1.98021,32.53182,An. gambiae s.l.,100,24 hr,100.0%,Organophosphates,Susceptible,NA,NR,Amna_12152017,,
PMI006555,Uganda,UG,WHO,Deltamethrin,0.05%,None,NA,NA,2016,Northern Region,Q2559686,Apac District,,Apac,1.98021,32.53182,An. gambiae s.l.,110,24 hr,38.0%,Pyrethroids,Confirmed resistance,NA,NR,Amna_12152017,,
PMI006556,Uganda,UG,WHO,Deltamethrin ,NR,PBO,NR,NA,2016,Northern Region,Q2559686,Apac District,,Apac,1.98021,32.53182,An. gambiae s.l.,107,24 hr,100.0%,Pyrethroids,Susceptible,NA,NR,Amna_12152017,,
PMI006557,Uganda,UG,WHO,Permethrin,0.75%,None,NA,NA,2016,Northern Region,Q2559686,Apac District,,Apac,1.98021,32.53182,An. gambiae s.l.,101,24 hr,23.0%,Pyrethroids,Confirmed resistance,NA,NR,Amna_12152017,,
PMI006558,Uganda,UG,WHO,Permethrin,NR,PBO,NR,NA,2016,Northern Region,Q2559686,Apac District,,Apac,1.98021,32.53182,An. gambiae s.l.,105,24 hr,100.0%,Pyrethroids,Susceptible,NA,NR,Amna_12152017,,
PMI006559,Uganda,UG,WHO,Bendiocarb,0.10%,None,NA,NA,2016,Northern Region,Q2559686,Lira District,,Lira ,2.2581,32.8874,An. gambiae s.l.,100,24 hr,100.0%,Carbamates,Susceptible,NA,NR,Amna_12152017,,
PMI006560,Uganda,UG,WHO,Pirimiphos-methyl,1.00%,None,NA,NA,2016,Northern Region,Q2559686,Lira District,,Lira ,2.2581,32.8874,An. gambiae s.l.,100,24 hr,100.0%,Organophosphates,Susceptible,NA,NR,Amna_12152017,,
PMI006561,Uganda,UG,WHO,Deltamethrin,0.05%,None,NA,NA,2016,Northern Region,Q2559686,Lira District,,Lira ,2.2581,32.8874,An. gambiae s.l.,100,24 hr,15.0%,Pyrethroids,Confirmed resistance,NA,NR,Amna_12152017,,
PMI006562,Uganda,UG,WHO,Deltamethrin ,NR,PBO,NR,NA,2016,Northern Region,Q2559686,Lira District,,Lira ,2.2581,32.8874,An. gambiae s.l.,NR,24 hr,100.0%,Pyrethroids,Susceptible,NA,NR,Amna_12152017,,
PMI006563,Uganda,UG,WHO,Permethrin,0.75%,None,NA,NA,2016,Northern Region,Q2559686,Lira District,,Lira ,2.2581,32.8874,An. gambiae s.l.,100,24 hr,28.0%,Pyrethroids,Confirmed resistance,NA,NR,Amna_12152017,,
PMI006564,Uganda,UG,WHO,Permethrin,NR,PBO,NR,NA,2016,Northern Region,Q2559686,Lira District,,Lira ,2.2581,32.8874,An. gambiae s.l.,NR,24 hr,100.0%,Pyrethroids,Susceptible,NA,NR,Amna_12152017,,
PMI006565,Uganda,UG,WHO,Bendiocarb,0.10%,None,NA,NA,2016,Eastern Region,Q2559220,,,Soroti,1.7132,33.6064,An. funestus s.l.,100,24 hr,95.0%,Carbamates,Possible resistance,NA,NR,Amna_12152017,,
PMI006566,Uganda,UG,WHO,Pirimiphos-methyl,1.00%,None,NA,NA,2016,Eastern Region,Q2559220,,,Soroti,1.7132,33.6064,An. funestus s.l.,105,24 hr,100.0%,Organophosphates,Susceptible,NA,NR,Amna_12152017,,
PMI006567,Uganda,UG,WHO,Deltamethrin,0.05%,None,NA,NA,2016,Eastern Region,Q2559220,,,Soroti,1.7132,33.6064,An. gambiae s.l.,102,24 hr,65.7%,Pyrethroids,Confirmed resistance,NA,NR,Amna_12152017,,
PMI006568,Uganda,UG,WHO,Deltamethrin ,NR,PBO,NR,NA,2016,Eastern Region,Q2559220,,,Soroti,1.7132,33.6064,An. gambiae s.l.,104,24 hr,100.0%,Pyrethroids,Susceptible,NA,NR,Amna_12152017,,
PMI006569,Uganda,UG,WHO,Permethrin,0.75%,None,NA,NA,2016,Eastern Region,Q2559220,,,Soroti,1.7132,33.6064,An. gambiae s.l.,108,24 hr,63.9%,Pyrethroids,Confirmed resistance,NA,NR,Amna_12152017,,
PMI006570,Uganda,UG,WHO,Permethrin,NR,PBO,NR,NA,2016,Eastern Region,Q2559220,,,Soroti,1.7132,33.6064,An. gambiae s.l.,102,24 hr,100.0%,Pyrethroids,Susceptible,NA,NR,Amna_12152017,,
PMI006571,Uganda,UG,WHO,Bendiocarb,0.10%,None,NA,NA,2016,Eastern Region,Q2559220,Tororo District,,Tororo,0.61646,34.1453,An. gambiae s.l.,98,24 hr,96.0%,Carbamates,Possible resistance,NA,NR,Amna_12152017,,
PMI006572,Uganda,UG,WHO,Pirimiphos-methyl,1.00%,None,NA,NA,2016,Eastern Region,Q2559220,Tororo District,,Tororo,0.61646,34.1453,An. gambiae s.l.,101,24 hr,100.0%,Organophosphates,Susceptible,NA,NR,Amna_12152017,,
PMI006573,Uganda,UG,WHO,Deltamethrin,0.05%,None,NA,NA,2016,Eastern Region,Q2559220,Tororo District,,Tororo,0.61646,34.1453,An. gambiae s.l.,100,24 hr,64.0%,Pyrethroids,Confirmed resistance,NA,NR,Amna_12152017,,
PMI006574,Uganda,UG,WHO,Deltamethrin ,NR,PBO,NR,NA,2016,Eastern Region,Q2559220,Tororo District,,Tororo,0.61646,34.1453,An. gambiae s.l.,97,24 hr,100.0%,Pyrethroids,Susceptible,NA,NR,Amna_12152017,,
PMI006575,Uganda,UG,WHO,Permethrin,0.75%,None,NA,NA,2016,Eastern Region,Q2559220,Tororo District,,Tororo,0.61646,34.1453,An. gambiae s.l.,151,24 hr,61.5%,Pyrethroids,Confirmed resistance,NA,NR,Amna_12152017,,
PMI006576,Uganda,UG,WHO,Permethrin,NR,PBO,NR,NA,2016,Eastern Region,Q2559220,Tororo District,,Tororo,0.61646,34.1453,An. gambiae s.l.,100,24 hr,100.0%,Pyrethroids,Susceptible,NA,NR,Amna_12152017,,
PMI006577,Uganda,UG,CDC intensity,Alphacypermethrin,5X,None,NA,5X,2016,Western Region,Q2559188,Hoima District,,Hoima,1.43224,31.05338,An. gambiae s.l.,25,NR,84.0%,Pyrethroids,Confirmed resistance,,NR,Amna_10082017,,
PMI006578,Uganda,UG,CDC intensity,Alphacypermethrin,10X,None,NA,10X,2016,Western Region,Q2559188,Hoima District,,Hoima,1.43224,31.05338,An. gambiae s.l.,25,NR,88.0%,Pyrethroids,Confirmed resistance,,NR,Amna_10082017,,
PMI006579,Uganda,UG,CDC intensity,Deltamethrin,1X,None,NA,1X,2016,Western Region,Q2559188,Hoima District,,Hoima,1.43224,31.05338,An. gambiae s.l.,22,NR,77.3%,Pyrethroids,Confirmed resistance,,NR,Amna_10082017,,
PMI006580,Uganda,UG,CDC intensity,Deltamethrin,2X,None,NA,2X,2016,Western Region,Q2559188,Hoima District,,Hoima,1.43224,31.05338,An. gambiae s.l.,24,NR,83.3%,Pyrethroids,Confirmed resistance,,NR,Amna_10082017,,
PMI006581,Uganda,UG,CDC intensity,Deltamethrin,5X,None,NA,5X,2016,Western Region,Q2559188,Hoima District,,Hoima,1.43224,31.05338,An. gambiae s.l.,20,NR,95.0%,Pyrethroids,Possible resistance,,NR,Amna_10082017,,
PMI006582,Uganda,UG,CDC intensity,Deltamethrin,10X,None,NA,10X,2016,Western Region,Q2559188,Hoima District,,Hoima,1.43224,31.05338,An. gambiae s.l.,20,NR,100.0%,Pyrethroids,Susceptible,,NR,Amna_10082017,,
PMI006583,Uganda,UG,CDC intensity,Permethrin,2X,None,NA,2X,2016,Western Region,Q2559188,Hoima District,,Hoima,1.43224,31.05338,An. gambiae s.l.,22,NR,22.7%,Pyrethroids,Confirmed resistance,,NR,Amna_10082017,,
PMI006584,Uganda,UG,CDC intensity,Permethrin,5X,None,NA,5X,2016,Western Region,Q2559188,Hoima District,,Hoima,1.43224,31.05338,An. gambiae s.l.,22,NR,40.9%,Pyrethroids,Confirmed resistance,,NR,Amna_10082017,,
PMI006585,Uganda,UG,CDC intensity,Permethrin,10X,None,NA,10X,2016,Western Region,Q2559188,Hoima District,,Hoima,1.43224,31.05338,An. gambiae s.l.,21,NR,85.7%,Pyrethroids,Confirmed resistance,,NR,Amna_10082017,,
PMI006586,Uganda,UG,CDC intensity,Deltamethrin,1X,None,NA,1X,2016,Eastern Region,Q2559220,,,Katakwi,1.9731,34.0641,An. gambiae s.l.,19,NR,89.5%,Pyrethroids,Confirmed resistance,,NR,Amna_10082017,,
PMI006587,Uganda,UG,CDC intensity,Deltamethrin,2X,None,NA,2X,2016,Eastern Region,Q2559220,,,Katakwi,1.9731,34.0641,An. gambiae s.l.,20,NR,100.0%,Pyrethroids,Susceptible,,NR,Amna_10082017,,
PMI006588,Uganda,UG,CDC intensity,Deltamethrin,5X,None,NA,5X,2016,Eastern Region,Q2559220,,,Katakwi,1.9731,34.0641,An. gambiae s.l.,18,NR,100.0%,Pyrethroids,Susceptible,,NR,Amna_10082017,,
PMI006589,Uganda,UG,CDC intensity,Permethrin,1X,None,NA,1X,2016,Eastern Region,Q2559220,,,Katakwi,1.9731,34.0641,An. gambiae s.l.,16,NR,87.5%,Pyrethroids,Confirmed resistance,,NR,Amna_10082017,,
PMI006590,Uganda,UG,CDC intensity,Permethrin,2X,None,NA,2X,2016,Eastern Region,Q2559220,,,Katakwi,1.9731,34.0641,An. gambiae s.l.,24,NR,95.8%,Pyrethroids,Possible resistance,,NR,Amna_10082017,,
PMI006591,Uganda,UG,CDC intensity,Permethrin,5X,None,NA,5X,2016,Eastern Region,Q2559220,,,Katakwi,1.9731,34.0641,An. gambiae s.l.,26,NR,100.0%,Pyrethroids,Susceptible,,NR,Amna_10082017,,
PMI006592,Uganda,UG,CDC intensity,Permethrin,10X,None,NA,10X,2016,Eastern Region,Q2559220,,,Katakwi,1.9731,34.0641,An. gambiae s.l.,26,NR,100.0%,Pyrethroids,Susceptible,,NR,Amna_10082017,,
PMI006593,Uganda,UG,CDC intensity,Deltamethrin,1X,None,NA,1X,2016,Northern Region,Q2559686,Kitgum District,,Kitgum,3.26629,32.79636,An. gambiae s.l.,25,NR,60.0%,Pyrethroids,Confirmed resistance,,NR,Amna_10082017,,
